vertiport,long,lat,num_vertihubs,vertihub_0
72,-89.08960450751917,41.30527956202069,1,6
73,-87.45329242160473,41.581640950895974,1,1
74,-88.88610649693378,41.14964259251736,1,6
75,-87.8207481320645,42.76273024311016,1,2
76,-87.72611255074227,41.90352677946909,1,7
77,-87.84276648282963,41.05492032138463,1,3
78,-87.94095168311317,41.90208846468904,1,7
79,-89.06526175103663,42.15925085636308,1,0
80,-88.90950541714425,41.67329136633877,1,6
81,-88.5118551091727,42.10834118957788,1,5
82,-87.08617985190712,41.467525806596946,1,4
83,-87.85001526632655,41.62916859174135,1,1
84,-88.17016748729166,42.29155520734761,1,2
85,-87.79229278522611,41.41927351706945,1,1
86,-87.73086184249566,41.657622778348774,1,1
87,-87.20610888002498,41.57626361929747,1,4
88,-88.27244667278964,42.11585933401011,1,5
89,-88.09219282752926,41.67828129120785,1,3
90,-88.09583449620376,42.38191913923295,1,2
91,-88.87693201834918,42.34435807734853,1,0
92,-87.65569652076749,41.66083866062578,1,1
93,-87.77806562476417,41.85266035833894,1,7
94,-87.94224904924258,41.393344011974506,1,3
95,-88.4564190371608,42.44706248050104,1,2
96,-88.14538062930393,41.98860008960062,1,7
97,-87.91334496179329,42.03629485806557,1,7
98,-87.96461602885925,42.37186047492672,1,2
99,-87.87122420090292,42.50526532971928,1,2
100,-88.3955844015108,42.777808752953455,1,2
101,-88.57678119422238,41.2214319057473,1,6
102,-87.85568153932336,41.875975426890186,1,7
103,-88.22592149958693,41.63508941115588,1,3
104,-88.64369708624697,42.01268768111472,1,5
105,-87.4062723923771,41.28214814733381,1,1
106,-86.79196918983438,41.58884136759826,1,4
107,-88.08670007781245,41.31986259737993,1,3
108,-87.55280886111719,41.714617708159125,1,1
109,-87.64052885184798,41.37859944784397,1,1
110,-88.85866157682881,41.34922649816582,1,6
111,-86.61382192255118,41.53750011370558,1,4
112,-88.42203149754769,42.29947262699249,1,5
113,-88.34588556218797,42.50722441356569,1,2
114,-87.8336432007332,42.01317189029041,1,7
115,-87.95687644741061,42.250437085658554,1,7
116,-87.38583349544861,41.42233244903927,1,1
117,-87.76961383883153,41.777976738251446,1,1
118,-87.98437332409479,41.829410237066476,1,7
119,-87.82854467755081,42.19052790713199,1,7
120,-88.68679421487182,41.751285968282026,1,5
121,-87.5668430292812,41.498096457649915,1,1
122,-89.31086345963129,42.31129985869113,1,0
123,-88.5062686965762,41.946175586097965,1,5
124,-88.98422327147831,42.280328053766475,1,0
125,-87.94285927719048,42.74734184077171,1,2
126,-87.2440111410022,41.45901447733344,1,4
127,-88.12722993855334,42.53731091647885,1,2
128,-87.67891497069493,41.953736434340854,1,7
129,-89.11704161960587,42.43329443937647,1,0
130,-87.63355524866942,41.830406986650075,1,1
131,-88.72896241564662,42.327268080066005,1,0
132,-86.80987832203168,41.3758458404335,1,4
133,-88.0571644942783,41.04537939152583,1,3
134,-88.05970370450635,41.860501140652836,1,7
135,-87.97511134747518,41.979349625754864,1,7
136,-88.9416088672925,41.93506515455875,1,0
137,-87.96958461992568,41.63636459878118,1,3
138,-88.24621701435572,41.878761008437415,1,5
139,-89.08250702134417,41.75947537708572,1,6
140,-88.14699542109432,42.06608789957086,1,7
141,-88.21797042922205,41.51097100398599,1,3
142,-88.27404903110136,41.35060600474394,1,3
143,-88.4912831088968,41.696727117363906,1,5
144,-87.9385810374403,42.144383870000155,1,7
145,-87.65815475219601,41.57969578462719,1,1
146,-86.71904239636766,41.67152907454364,1,4
147,-87.80323241783692,42.07877724844332,1,7
148,-88.29885930880582,42.33403284039083,1,2
149,-88.17104022587958,41.2403662076743,1,3
150,-88.41681735444975,42.18132804818855,1,5
151,-88.67339136859465,41.33769329574801,1,6
152,-88.33865180440796,42.03516400608389,1,5
153,-86.91959490083153,41.633740524831865,1,4
154,-87.77211672283897,41.58694008311793,1,1
155,-88.22802451400743,41.75971033332947,1,5
156,-88.35111648482447,41.808930233884254,1,5
157,-89.08790944771316,42.31453818738161,1,0
158,-87.62018655289056,41.72788934177385,1,1
159,-88.26458447516653,42.60957658204011,1,2
